ch_Species Acp_g Bcp_g Ccp_g Dcp_g Ecp_g AcpH_g BcpH_g CcpH_g DcpH_g EcpH_g Tmin Tmed Tmax Amu_g Bmu_g Cmu_g Ak_g Bk_g Ck_g Ad Bd Cd
5-ethyldecane -3.8282 0.15284 -9.9356e-05 3.2416e-08 -4.2949e-12 31.8253 0.070458 -2.7971e-05 4.9253e-09 -3.2477e-13 100 1731.05 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,4,5-hexamethylhexane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,4,4-hexamethylhexane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,4,5-hexamethylhexane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,4,5-hexamethylhexane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,5,5-hexamethylhexane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,5,5-hexamethylhexane -3.8282 0.15284 -9.9356e-05 3.2416e-08 -4.2949e-12 31.8253 0.070458 -2.7971e-05 4.9253e-09 -3.2477e-13 100 1731.05 5000 0 0 0 0 0 0 0 0 0
5-isopropylnonane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
4-isopropylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2-methyl-3,3-diethylheptane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
4-methyl-3,3-diethylheptane -3.8282 0.15284 -9.9356e-05 3.2416e-08 -4.2949e-12 31.8253 0.070458 -2.7971e-05 4.9253e-09 -3.2477e-13 100 1731.05 5000 0 0 0 0 0 0 0 0 0
3-methyl-3,4-diethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2-methyl-3,4-diethylheptane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
4-methyl-3,4-diethylheptane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
2-methyl-3,5-diethylheptane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
3-methyl-3,5-diethylheptane -3.6323 0.14178 -5.1163e-05 -2.5897e-08 1.7312e-11 27.394 0.07663 -3.0971e-05 5.7667e-09 -4.0489e-13 100 1070.96 5000 0 0 0 0 0 0 0 0 0
4-methyl-3,5-diethylheptane -3.7913 0.14378 -5.0812e-05 -2.9005e-08 1.872e-11 29.0785 0.075333 -3.0908e-05 5.8148e-09 -4.1104e-13 100 1071.82 5000 0 0 0 0 0 0 0 0 0
2-methyl-3-ethyl-3-isopropylhexane -3.6323 0.14178 -5.1163e-05 -2.5897e-08 1.7312e-11 27.394 0.07663 -3.0971e-05 5.7667e-09 -4.0489e-13 100 1070.96 5000 0 0 0 0 0 0 0 0 0
5-methyl-3-ethylnonane -3.6323 0.14178 -5.1163e-05 -2.5897e-08 1.7312e-11 27.394 0.07663 -3.0971e-05 5.7667e-09 -4.0489e-13 100 1070.96 5000 0 0 0 0 0 0 0 0 0
3-methyl-3-ethylnonane -3.7913 0.14378 -5.0812e-05 -2.9005e-08 1.872e-11 29.0785 0.075333 -3.0908e-05 5.8148e-09 -4.1104e-13 100 1071.82 5000 0 0 0 0 0 0 0 0 0
2-methyl-3-ethylnonane -3.6323 0.14178 -5.1163e-05 -2.5897e-08 1.7312e-11 27.394 0.07663 -3.0971e-05 5.7667e-09 -4.0489e-13 100 1070.96 5000 0 0 0 0 0 0 0 0 0
4-methyl-3-ethylnonane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2-methyl-3-isopropyloctane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2-methyl-4,4-diethylheptane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3-methyl-4,4-diethylheptane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2-methyl-4,5-diethylheptane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3-methyl-4,5-diethylheptane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2-methyl-4-ethyl-3-isopropylhexane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3-methyl-4-ethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
5-methyl-4-ethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
4-methyl-4-ethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2-methyl-4-ethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
2-methyl-4-isopropyloctane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
4-methyl-4-isopropyloctane -3.8282 0.15284 -9.9356e-05 3.2416e-08 -4.2949e-12 31.8253 0.070458 -2.7971e-05 4.9253e-09 -3.2477e-13 100 1731.05 5000 0 0 0 0 0 0 0 0 0
3-methyl-4-isopropyloctane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
4-methyl-4-propyloctane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2-methyl-4-propyloctane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
3-methyl-4-propyloctane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
4-methyl-4-tert-butylheptane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2-methyl-4-tert-butylheptane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
3-methyl-4-tert-butylheptane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2-methyl-5,5-diethylheptane -3.5497 0.14508 -7.886e-05 1.2337e-08 2.3865e-12 24.3689 0.079418 -3.1571e-05 5.7056e-09 -3.8891e-13 100 1190.55 5000 0 0 0 0 0 0 0 0 0
3-methyl-5,5-diethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
3-methyl-5-ethylnonane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2-methyl-5-ethylnonane -3.8282 0.15284 -9.9356e-05 3.2416e-08 -4.2949e-12 31.8253 0.070458 -2.7971e-05 4.9253e-09 -3.2477e-13 100 1731.05 5000 0 0 0 0 0 0 0 0 0
4-methyl-5-ethylnonane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
5-methyl-5-ethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
4-methyl-5-isopropyloctane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3-methyl-5-isopropyloctane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2-methyl-5-isopropyloctane -3.8282 0.15284 -9.9356e-05 3.2416e-08 -4.2949e-12 31.8253 0.070458 -2.7971e-05 4.9253e-09 -3.2477e-13 100 1731.05 5000 0 0 0 0 0 0 0 0 0
4-methyl-5-propyloctane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
3-methyl-5-propyloctane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2-methyl-5-propyloctane -3.8212 0.14858 -7.6592e-05 4.3794e-09 5.8231e-12 27.2452 0.077604 -3.1873e-05 5.899e-09 -4.0906e-13 100 1156.23 5000 0 0 0 0 0 0 0 0 0
2-methyl-6-ethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
4-methyl-6-ethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
3-methyl-6-ethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2-methyl-7-ethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3-methyl-7-ethylnonane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
4-methyl-7-ethylnonane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
5-methylundecane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
6-methylundecane -3.8282 0.15284 -9.9356e-05 3.2416e-08 -4.2949e-12 31.8253 0.070458 -2.7971e-05 4.9253e-09 -3.2477e-13 100 1731.05 5000 0 0 0 0 0 0 0 0 0
4-methylundecane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
3-methylundecane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2-methylundecane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,4-pentamethyl-3-ethylpentane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,4,6,6-pentamethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,4,4,6-pentamethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,4,4,5-pentamethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,4-pentamethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,6-pentamethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,4-pentamethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,4,5,6-pentamethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,5-pentamethylheptane -3.5331 0.14943 -9.5543e-05 3.1063e-08 -4.1389e-12 28.6754 0.073916 -2.9154e-05 5.1212e-09 -3.3763e-13 100 1706.13 5000 0 0 0 0 0 0 0 0 0
2,2,4,5,5-pentamethylheptane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
2,3,4,5,6-pentamethylheptane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
2,2,3,5,6-pentamethylheptane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,6-pentamethylheptane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
2,2,3,6,6-pentamethylheptane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,5-pentamethylheptane -3.7913 0.14378 -5.0812e-05 -2.9005e-08 1.872e-11 29.0785 0.075333 -3.0908e-05 5.8148e-09 -4.1104e-13 100 1071.82 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,4-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,5,5,6-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,3,3,5,6-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,3,4,4,5-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,3,5,5-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,3,4,4,6-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,3,4,5,5-pentamethylheptane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,3,3,5,5-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,4,4,5,5-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
3,3,4,4,5-pentamethylheptane -3.4133 0.14125 -6.4899e-05 -4.0326e-09 8.4972e-12 23.8447 0.079872 -3.1632e-05 5.7553e-09 -3.9612e-13 100 1111.29 5000 0 0 0 0 0 0 0 0 0
3,3,4,5,5-pentamethylheptane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,5-pentamethylheptane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,6-pentamethylheptane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
5-propylnonane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
4-propylnonane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
4-tert-butyloctane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,4,4-tetramethyl-3-ethylhexane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,3,5-tetramethyl-3-ethylhexane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,3,4,5-tetramethyl-3-ethylhexane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,3,4,4-tetramethyl-3-ethylhexane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,5,5-tetramethyl-3-ethylhexane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,3,4-tetramethyl-3-ethylhexane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,4,5-tetramethyl-3-ethylhexane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,4,4-tetramethyl-3-isopropylpentane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,3,4-tetramethyl-3-isopropylpentane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,3,3,4-tetramethyl-4-ethylhexane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,3,5-tetramethyl-4-ethylhexane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,3,3-tetramethyl-4-ethylhexane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
2,2,4,5-tetramethyl-4-ethylhexane -3.2278 0.14851 -9.4842e-05 3.0909e-08 -4.1652e-12 25.9738 0.078412 -3.1739e-05 5.6623e-09 -3.7735e-13 100 1666.3 5000 0 0 0 0 0 0 0 0 0
2,2,3,4-tetramethyl-4-ethylhexane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,3,3,5-tetramethyl-4-ethylhexane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,4,6-tetramethyloctane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,3,5,7-tetramethyloctane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,3,6-tetramethyloctane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,3,5-tetramethyloctane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,3,4-tetramethyloctane -3.7182 0.1451 -6.3701e-05 -1.0847e-08 1.1547e-11 27.124 0.077424 -3.1588e-05 5.8703e-09 -4.0997e-13 100 1104.39 5000 0 0 0 0 0 0 0 0 0
2,2,3,3-tetramethyloctane -3.5651 0.14317 -6.4275e-05 -7.4688e-09 1.0033e-11 25.4792 0.078656 -3.1615e-05 5.8139e-09 -4.0313e-13 100 1107.38 5000 0 0 0 0 0 0 0 0 0
2,2,3,7-tetramethyloctane -3.6323 0.14178 -5.1163e-05 -2.5897e-08 1.7312e-11 27.394 0.07663 -3.0971e-05 5.7667e-09 -4.0489e-13 100 1070.96 5000 0 0 0 0 0 0 0 0 0
2,2,4,4-tetramethyloctane -3.6323 0.14178 -5.1163e-05 -2.5897e-08 1.7312e-11 27.394 0.07663 -3.0971e-05 5.7667e-09 -4.0489e-13 100 1070.96 5000 0 0 0 0 0 0 0 0 0
